Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Thailand,-1.442788,-1.133534,-1.216631,-1.311683,-0.9063863,-0.9944293,-0.9885814,-0.7528449,-0.7996719,-0.4836834,-0.6245449
Timor-Leste,-0.4675145,-0.4623524,-0.2848311,-0.3846802,-0.1796949,-0.2718863,-0.0105038,0.0715113,0.2340893,0.2336398,0.177466
Togo,-0.1793484,-0.1625985,-0.3864578,-0.3537108,-0.1671269,-0.2313481,-0.1723536,-0.882036,-0.8939125,-0.9195643,-0.9249914
Tonga,0.6897031,0.9377981,0.8945144,0.9354464,0.8471965,0.8863344,0.917815,0.7902956,0.8651862,1.032307,1.019067
Trinidad and Tobago,-0.0508232,0.1410804,0.1042776,0.0936861,0.2478643,0.2861143,0.286352,0.2765044,0.2376814,0.1008337,0.1775635
Tunisia,-0.0639764,-0.3537418,-0.7213169,-0.9025633,-0.8516615,-0.9603872,-1.141327,-1.024682,-0.8688817,-0.8699231,-0.6339517
Turkey,-0.9152855,-0.9599971,-1.220532,-1.249933,-1.086036,-1.493914,-2.009063,-1.788514,-1.318893,-1.371728,-1.18776
Turkmenistan,0.3341056,0.2341291,0.4280879,0.2490955,0.074206,-0.0877989,-0.1896925,-0.1259023,-0.0128366,-0.1852784,-0.2890817
Tuvalu,1.422732,1.302488,1.290351,1.283926,1.299327,1.391288,1.413419,1.241721,1.417627,1.196917,1.182583
Uganda,-1.000558,-0.9761018,-0.8689665,-0.8386906,-0.9411262,-0.8045017,-0.7153227,-0.5716293,-0.7025623,-0.6912174,-0.7804492
Ukraine,0.0131317,-0.0704315,-0.0922749,-0.777285,-2.020833,-1.9618,-1.85648,-1.870538,-1.869737,-1.423576,-1.164059
United Arab Emirates,0.8017579,0.9121757,0.8632514,0.8947922,0.7689089,0.7595454,0.5647489,0.6186414,0.7049762,0.6856085,0.6264683
United Kingdom,0.4118182,0.3517076,0.4022707,0.4862014,0.4153476,0.5177479,0.3604541,0.3861579,0.0797425,0.5397319,0.4743571
United States,0.4384039,0.5912473,0.6324421,0.6430726,0.5824196,0.6780624,0.4023029,0.2918175,0.4214178,0.1349753,-0.0220327
Uruguay,0.824986,0.9570969,0.7091678,0.8047382,0.9918796,1.004238,1.06258,1.05078,1.034957,1.038879,1.050673
Uzbekistan,-0.7204381,-0.5997193,-0.5187393,-0.536079,-0.2731086,-0.3730364,-0.2725707,-0.2378505,-0.2958072,-0.2848197,-0.4365745
Vanuatu,1.27523,1.109437,1.201701,1.160387,0.6360453,0.4784089,0.5131139,0.701278,0.9404865,1.021924,0.8966386
"Venezuela, RB",-1.256237,-1.094046,-1.027133,-1.077632,-0.8520022,-0.9771809,-1.024604,-1.272082,-1.351146,-1.536778,-1.517866
Vietnam,0.1484079,0.1890884,0.2673587,0.2505773,-0.0223474,0.0699705,0.2335919,0.2302038,0.0585088,0.0254956,-0.0734304
Virgin Islands (U.S.),0.3390581,0.8606231,0.6795762,0.8467092,1.164255,1.249272,0.9996701,1.001911,0.9761723,1.065074,1.014357
West Bank and Gaza,-1.973575,-1.93562,-1.956032,-1.778823,-1.985011,-2.160502,-1.976399,-1.659977,-1.816336,-1.89529,-2.047813
"Yemen, Rep.",-2.423716,-2.426796,-2.430663,-2.374828,-2.665575,-2.680222,-2.794877,-2.942443,-3.005906,-2.77083,-2.671682
Zambia,0.5153514,0.5097738,0.6609625,0.4359333,0.156212,0.1516949,0.142808,0.1462433,0.0856044,-0.1138469,-0.1281891
Zimbabwe,-1.104014,-0.9453285,-0.778662,-0.6659498,-0.7135702,-0.6181563,-0.6199379,-0.7087693,-0.7227737,-0.9597493,-1.080208
